file_path,label
胎/胎_39.png,0
胎/胎_4.png,0
胎/胎_1.png,0
胎/胎_48.png,0
胎/胎_44.png,0
胎/胎_34.png,0
胎/胎_6.png,0
胎/胎_43.png,0
胎/胎_35.png,0
胎/胎_5.png,0
胎/胎_24.png,0
胎/胎_41.png,0
胎/胎_23.png,0
胎/胎_9.png,0
胎/胎_49.png,0
胎/胎_16.png,0
胎/胎_46.png,0
胎/胎_29.png,0
胎/胎_36.png,0
胎/胎_30.png,0
胎/胎_15.png,0
胎/胎_31.png,0
胎/胎_42.png,0
胎/胎_26.png,0
胎/胎_11.png,0
胎/胎_12.png,0
胎/胎_10.png,0
胎/胎_27.png,0
給/給_12.png,1
給/給_18.png,1
給/給_43.png,1
給/給_22.png,1
給/給_39.png,1
給/給_16.png,1
給/給_5.png,1
給/給_42.png,1
給/給_32.png,1
給/給_25.png,1
給/給_1.png,1
給/給_44.png,1
給/給_30.png,1
給/給_19.png,1
給/給_3.png,1
給/給_11.png,1
給/給_9.png,1
給/給_2.png,1
給/給_41.png,1
給/給_23.png,1
給/給_4.png,1
給/給_48.png,1
給/給_40.png,1
給/給_38.png,1
給/給_31.png,1
搜/搜_45.png,2
搜/搜_8.png,2
搜/搜_36.png,2
搜/搜_29.png,2
搜/搜_41.png,2
搜/搜_35.png,2
搜/搜_18.png,2
搜/搜_28.png,2
搜/搜_3.png,2
搜/搜_22.png,2
搜/搜_20.png,2
搜/搜_24.png,2
搜/搜_44.png,2
搜/搜_21.png,2
搜/搜_38.png,2
搜/搜_14.png,2
搜/搜_7.png,2
搜/搜_16.png,2
搜/搜_4.png,2
搜/搜_43.png,2
搜/搜_27.png,2
搜/搜_39.png,2
搜/搜_42.png,2
搜/搜_33.png,2
搜/搜_13.png,2
搜/搜_40.png,2
戀/戀_44.png,3
戀/戀_26.png,3
戀/戀_7.png,3
戀/戀_1.png,3
戀/戀_39.png,3
戀/戀_35.png,3
戀/戀_24.png,3
戀/戀_6.png,3
戀/戀_3.png,3
戀/戀_0.png,3
戀/戀_30.png,3
戀/戀_16.png,3
戀/戀_4.png,3
戀/戀_49.png,3
戀/戀_40.png,3
戀/戀_13.png,3
戀/戀_9.png,3
戀/戀_45.png,3
戀/戀_38.png,3
戀/戀_19.png,3
戀/戀_42.png,3
戀/戀_37.png,3
戀/戀_14.png,3
戀/戀_12.png,3
戀/戀_32.png,3
戀/戀_46.png,3
戀/戀_23.png,3
戀/戀_11.png,3
戀/戀_22.png,3
戀/戀_47.png,3
戀/戀_8.png,3
戀/戀_20.png,3
戀/戀_17.png,3
枚/枚_47.png,4
枚/枚_38.png,4
枚/枚_31.png,4
枚/枚_42.png,4
枚/枚_39.png,4
枚/枚_37.png,4
枚/枚_0.png,4
枚/枚_44.png,4
枚/枚_13.png,4
枚/枚_35.png,4
枚/枚_6.png,4
枚/枚_9.png,4
枚/枚_3.png,4
枚/枚_22.png,4
枚/枚_29.png,4
枚/枚_27.png,4
枚/枚_14.png,4
枚/枚_1.png,4
枚/枚_15.png,4
枚/枚_7.png,4
枚/枚_46.png,4
枚/枚_43.png,4
枚/枚_49.png,4
枚/枚_40.png,4
枚/枚_17.png,4
枚/枚_25.png,4
檢/檢_20.png,5
檢/檢_21.png,5
檢/檢_41.png,5
檢/檢_36.png,5
檢/檢_10.png,5
檢/檢_26.png,5
檢/檢_9.png,5
檢/檢_30.png,5
檢/檢_47.png,5
檢/檢_35.png,5
檢/檢_23.png,5
檢/檢_11.png,5
檢/檢_19.png,5
檢/檢_5.png,5
檢/檢_42.png,5
檢/檢_13.png,5
檢/檢_7.png,5
檢/檢_49.png,5
檢/檢_44.png,5
檢/檢_33.png,5
檢/檢_17.png,5
檢/檢_14.png,5
檢/檢_25.png,5
檢/檢_43.png,5
檢/檢_37.png,5
檢/檢_31.png,5
檢/檢_45.png,5
檢/檢_51.png,5
檢/檢_4.png,5
檢/檢_18.png,5
檢/檢_22.png,5
檢/檢_12.png,5
屑/屑_21.png,6
屑/屑_38.png,6
屑/屑_12.png,6
屑/屑_7.png,6
屑/屑_31.png,6
屑/屑_22.png,6
屑/屑_8.png,6
屑/屑_25.png,6
屑/屑_36.png,6
屑/屑_2.png,6
屑/屑_40.png,6
屑/屑_28.png,6
屑/屑_42.png,6
屑/屑_33.png,6
屑/屑_27.png,6
屑/屑_18.png,6
屑/屑_34.png,6
屑/屑_16.png,6
屑/屑_9.png,6
屑/屑_6.png,6
屑/屑_20.png,6
屑/屑_37.png,6
嚮/嚮_36.png,7
嚮/嚮_23.png,7
嚮/嚮_3.png,7
嚮/嚮_49.png,7
嚮/嚮_30.png,7
嚮/嚮_29.png,7
嚮/嚮_12.png,7
嚮/嚮_44.png,7
嚮/嚮_38.png,7
嚮/嚮_10.png,7
嚮/嚮_20.png,7
嚮/嚮_37.png,7
嚮/嚮_39.png,7
嚮/嚮_4.png,7
嚮/嚮_1.png,7
嚮/嚮_34.png,7
嚮/嚮_33.png,7
嚮/嚮_11.png,7
嚮/嚮_47.png,7
嚮/嚮_35.png,7
嚮/嚮_45.png,7
嚮/嚮_21.png,7
嚮/嚮_25.png,7
嚮/嚮_27.png,7
嚮/嚮_43.png,7
嚮/嚮_22.png,7
嚮/嚮_0.png,7
嚮/嚮_14.png,7
嚮/嚮_15.png,7
嚮/嚮_9.png,7
嚮/嚮_28.png,7
嚮/嚮_24.png,7
嚮/嚮_2.png,7
嚮/嚮_13.png,7
嚮/嚮_48.png,7
嚮/嚮_18.png,7
嚮/嚮_46.png,7
款/款_27.png,8
款/款_30.png,8
款/款_46.png,8
款/款_51.png,8
款/款_47.png,8
款/款_29.png,8
款/款_49.png,8
款/款_12.png,8
款/款_42.png,8
款/款_41.png,8
款/款_45.png,8
款/款_36.png,8
款/款_10.png,8
款/款_2.png,8
款/款_32.png,8
款/款_40.png,8
款/款_31.png,8
款/款_16.png,8
款/款_0.png,8
款/款_9.png,8
款/款_38.png,8
款/款_14.png,8
款/款_4.png,8
款/款_19.png,8
款/款_11.png,8
款/款_15.png,8
款/款_22.png,8
款/款_17.png,8
款/款_21.png,8
款/款_34.png,8
款/款_26.png,8
款/款_43.png,8
款/款_13.png,8
款/款_39.png,8
綵/綵_12.png,9
綵/綵_42.png,9
綵/綵_38.png,9
綵/綵_10.png,9
綵/綵_39.png,9
綵/綵_27.png,9
綵/綵_7.png,9
綵/綵_25.png,9
綵/綵_35.png,9
綵/綵_6.png,9
綵/綵_44.png,9
綵/綵_36.png,9
綵/綵_19.png,9
綵/綵_18.png,9
綵/綵_46.png,9
綵/綵_30.png,9
綵/綵_28.png,9
綵/綵_43.png,9
綵/綵_14.png,9
綵/綵_47.png,9
綵/綵_16.png,9
綵/綵_4.png,9
綵/綵_22.png,9
綵/綵_33.png,9
綵/綵_31.png,9
綵/綵_5.png,9
綵/綵_2.png,9
綵/綵_1.png,9
綵/綵_8.png,9
綵/綵_26.png,9
綵/綵_37.png,9
綵/綵_32.png,9
綵/綵_23.png,9
鐘/鐘_17.png,10
鐘/鐘_20.png,10
鐘/鐘_18.png,10
鐘/鐘_5.png,10
鐘/鐘_53.png,10
鐘/鐘_36.png,10
鐘/鐘_28.png,10
鐘/鐘_15.png,10
鐘/鐘_57.png,10
鐘/鐘_38.png,10
鐘/鐘_55.png,10
鐘/鐘_34.png,10
鐘/鐘_6.png,10
鐘/鐘_43.png,10
鐘/鐘_44.png,10
鐘/鐘_9.png,10
鐘/鐘_11.png,10
鐘/鐘_39.png,10
鐘/鐘_48.png,10
鐘/鐘_31.png,10
鐘/鐘_21.png,10
鐘/鐘_50.png,10
鐘/鐘_23.png,10
鐘/鐘_16.png,10
鐘/鐘_45.png,10
陛/陛_1.png,11
陛/陛_23.png,11
陛/陛_24.png,11
陛/陛_29.png,11
陛/陛_36.png,11
陛/陛_55.png,11
陛/陛_2.png,11
陛/陛_30.png,11
陛/陛_34.png,11
陛/陛_41.png,11
陛/陛_26.png,11
陛/陛_14.png,11
陛/陛_39.png,11
陛/陛_37.png,11
陛/陛_45.png,11
陛/陛_11.png,11
陛/陛_3.png,11
陛/陛_21.png,11
陛/陛_16.png,11
陛/陛_27.png,11
陛/陛_0.png,11
陛/陛_43.png,11
陛/陛_49.png,11
陛/陛_33.png,11
陛/陛_38.png,11
陛/陛_42.png,11
陛/陛_28.png,11
陛/陛_40.png,11
圓/圓_9.png,12
圓/圓_30.png,12
圓/圓_6.png,12
圓/圓_3.png,12
圓/圓_21.png,12
圓/圓_12.png,12
圓/圓_29.png,12
圓/圓_41.png,12
圓/圓_18.png,12
圓/圓_44.png,12
圓/圓_17.png,12
圓/圓_14.png,12
圓/圓_10.png,12
圓/圓_4.png,12
圓/圓_48.png,12
圓/圓_31.png,12
圓/圓_42.png,12
圓/圓_27.png,12
圓/圓_25.png,12
圓/圓_34.png,12
圓/圓_16.png,12
圓/圓_49.png,12
圓/圓_7.png,12
圓/圓_39.png,12
圓/圓_15.png,12
圓/圓_28.png,12
圓/圓_1.png,12
圓/圓_45.png,12
圓/圓_11.png,12
圓/圓_24.png,12
圓/圓_32.png,12
距/距_44.png,13
距/距_59.png,13
距/距_33.png,13
距/距_39.png,13
距/距_14.png,13
距/距_26.png,13
距/距_38.png,13
距/距_8.png,13
距/距_35.png,13
距/距_21.png,13
距/距_17.png,13
距/距_51.png,13
距/距_16.png,13
距/距_3.png,13
距/距_48.png,13
距/距_56.png,13
距/距_27.png,13
距/距_57.png,13
距/距_23.png,13
距/距_7.png,13
距/距_12.png,13
距/距_20.png,13
距/距_42.png,13
距/距_37.png,13
距/距_19.png,13
距/距_29.png,13
距/距_24.png,13
距/距_41.png,13
距/距_15.png,13
距/距_58.png,13
距/距_0.png,13
距/距_13.png,13
距/距_36.png,13
距/距_1.png,13
距/距_10.png,13
距/距_47.png,13
搏/搏_29.png,14
搏/搏_38.png,14
搏/搏_34.png,14
搏/搏_39.png,14
搏/搏_20.png,14
搏/搏_42.png,14
搏/搏_45.png,14
搏/搏_30.png,14
搏/搏_7.png,14
搏/搏_19.png,14
搏/搏_2.png,14
搏/搏_37.png,14
搏/搏_43.png,14
搏/搏_28.png,14
搏/搏_26.png,14
搏/搏_47.png,14
搏/搏_15.png,14
搏/搏_0.png,14
搏/搏_11.png,14
搏/搏_5.png,14
搏/搏_49.png,14
搏/搏_16.png,14
搏/搏_40.png,14
搏/搏_4.png,14
搏/搏_17.png,14
搏/搏_32.png,14
搏/搏_3.png,14
搏/搏_10.png,14
搏/搏_12.png,14
搏/搏_25.png,14
英/英_11.png,15
英/英_12.png,15
英/英_27.png,15
英/英_41.png,15
英/英_28.png,15
英/英_6.png,15
英/英_2.png,15
英/英_19.png,15
英/英_21.png,15
英/英_33.png,15
英/英_47.png,15
英/英_20.png,15
英/英_9.png,15
英/英_10.png,15
英/英_0.png,15
英/英_7.png,15
英/英_1.png,15
英/英_45.png,15
英/英_34.png,15
英/英_16.png,15
英/英_29.png,15
英/英_44.png,15
英/英_14.png,15
英/英_24.png,15
英/英_15.png,15
英/英_30.png,15
英/英_43.png,15
英/英_31.png,15
英/英_25.png,15
英/英_36.png,15
英/英_35.png,15
英/英_42.png,15
英/英_18.png,15
英/英_39.png,15
旱/旱_0.png,16
旱/旱_6.png,16
旱/旱_13.png,16
旱/旱_12.png,16
旱/旱_43.png,16
旱/旱_48.png,16
旱/旱_50.png,16
旱/旱_11.png,16
旱/旱_47.png,16
旱/旱_31.png,16
旱/旱_19.png,16
旱/旱_21.png,16
旱/旱_4.png,16
旱/旱_41.png,16
旱/旱_7.png,16
旱/旱_22.png,16
旱/旱_29.png,16
旱/旱_34.png,16
旱/旱_32.png,16
旱/旱_16.png,16
旱/旱_37.png,16
旱/旱_2.png,16
旱/旱_14.png,16
粳/粳_34.png,17
粳/粳_26.png,17
粳/粳_30.png,17
粳/粳_35.png,17
粳/粳_23.png,17
粳/粳_29.png,17
粳/粳_37.png,17
粳/粳_43.png,17
粳/粳_46.png,17
粳/粳_39.png,17
粳/粳_21.png,17
粳/粳_47.png,17
粳/粳_40.png,17
粳/粳_16.png,17
粳/粳_3.png,17
粳/粳_20.png,17
粳/粳_32.png,17
粳/粳_5.png,17
粳/粳_45.png,17
粳/粳_42.png,17
粳/粳_17.png,17
粳/粳_9.png,17
粳/粳_33.png,17
粳/粳_19.png,17
粳/粳_14.png,17
粳/粳_41.png,17
粳/粳_13.png,17
粳/粳_38.png,17
粳/粳_11.png,17
粳/粳_28.png,17
繞/繞_11.png,18
繞/繞_25.png,18
繞/繞_33.png,18
繞/繞_48.png,18
繞/繞_42.png,18
繞/繞_2.png,18
繞/繞_34.png,18
繞/繞_15.png,18
繞/繞_31.png,18
繞/繞_19.png,18
繞/繞_45.png,18
繞/繞_14.png,18
繞/繞_35.png,18
繞/繞_41.png,18
繞/繞_21.png,18
繞/繞_9.png,18
繞/繞_1.png,18
繞/繞_37.png,18
繞/繞_8.png,18
繞/繞_24.png,18
繞/繞_28.png,18
繞/繞_32.png,18
繞/繞_26.png,18
繞/繞_5.png,18
繞/繞_38.png,18
繞/繞_39.png,18
繞/繞_30.png,18
繞/繞_18.png,18
繞/繞_22.png,18
繞/繞_23.png,18
文/文_21.png,19
文/文_42.png,19
文/文_26.png,19
文/文_22.png,19
文/文_48.png,19
文/文_23.png,19
文/文_49.png,19
文/文_28.png,19
文/文_8.png,19
文/文_31.png,19
文/文_15.png,19
文/文_14.png,19
文/文_45.png,19
文/文_35.png,19
文/文_19.png,19
文/文_20.png,19
文/文_2.png,19
文/文_0.png,19
文/文_17.png,19
文/文_40.png,19
文/文_29.png,19
文/文_41.png,19
文/文_12.png,19
文/文_38.png,19
文/文_13.png,19
文/文_30.png,19
文/文_46.png,19
文/文_39.png,19
文/文_47.png,19
文/文_18.png,19
文/文_16.png,19
弗/弗_15.png,20
弗/弗_12.png,20
弗/弗_2.png,20
弗/弗_39.png,20
弗/弗_3.png,20
弗/弗_45.png,20
弗/弗_25.png,20
弗/弗_31.png,20
弗/弗_5.png,20
弗/弗_7.png,20
弗/弗_27.png,20
弗/弗_49.png,20
弗/弗_30.png,20
弗/弗_24.png,20
弗/弗_4.png,20
弗/弗_13.png,20
弗/弗_48.png,20
弗/弗_14.png,20
弗/弗_28.png,20
弗/弗_0.png,20
弗/弗_22.png,20
弗/弗_33.png,20
弗/弗_42.png,20
弗/弗_11.png,20
弗/弗_32.png,20
弗/弗_19.png,20
弗/弗_8.png,20
弗/弗_40.png,20
弗/弗_20.png,20
訃/訃_35.png,21
訃/訃_29.png,21
訃/訃_12.png,21
訃/訃_31.png,21
訃/訃_19.png,21
訃/訃_36.png,21
訃/訃_57.png,21
訃/訃_30.png,21
訃/訃_27.png,21
訃/訃_34.png,21
訃/訃_44.png,21
訃/訃_33.png,21
訃/訃_2.png,21
訃/訃_42.png,21
訃/訃_56.png,21
訃/訃_23.png,21
訃/訃_15.png,21
訃/訃_47.png,21
訃/訃_5.png,21
訃/訃_17.png,21
訃/訃_37.png,21
訃/訃_25.png,21
訃/訃_18.png,21
訃/訃_53.png,21
訃/訃_4.png,21
訃/訃_55.png,21
訃/訃_46.png,21
訃/訃_0.png,21
訃/訃_26.png,21
訃/訃_9.png,21
訃/訃_52.png,21
訃/訃_1.png,21
訃/訃_43.png,21
訃/訃_10.png,21
戊/戊_42.png,22
戊/戊_0.png,22
戊/戊_11.png,22
戊/戊_33.png,22
戊/戊_30.png,22
戊/戊_26.png,22
戊/戊_43.png,22
戊/戊_27.png,22
戊/戊_47.png,22
戊/戊_50.png,22
戊/戊_15.png,22
戊/戊_4.png,22
戊/戊_17.png,22
戊/戊_34.png,22
戊/戊_45.png,22
戊/戊_6.png,22
戊/戊_9.png,22
戊/戊_20.png,22
戊/戊_16.png,22
戊/戊_7.png,22
戊/戊_31.png,22
戊/戊_22.png,22
戊/戊_8.png,22
戊/戊_38.png,22
戊/戊_1.png,22
戊/戊_10.png,22
戊/戊_32.png,22
戊/戊_2.png,22
戊/戊_13.png,22
戊/戊_46.png,22
戊/戊_3.png,22
驕/驕_41.png,23
驕/驕_12.png,23
驕/驕_27.png,23
驕/驕_20.png,23
驕/驕_49.png,23
驕/驕_21.png,23
驕/驕_46.png,23
驕/驕_29.png,23
驕/驕_47.png,23
驕/驕_38.png,23
驕/驕_51.png,23
驕/驕_24.png,23
驕/驕_42.png,23
驕/驕_15.png,23
驕/驕_39.png,23
驕/驕_23.png,23
驕/驕_1.png,23
驕/驕_11.png,23
驕/驕_28.png,23
驕/驕_16.png,23
驕/驕_54.png,23
驕/驕_0.png,23
驕/驕_34.png,23
驕/驕_36.png,23
驕/驕_19.png,23
眾/眾_35.png,24
眾/眾_14.png,24
眾/眾_15.png,24
眾/眾_11.png,24
眾/眾_31.png,24
眾/眾_24.png,24
眾/眾_18.png,24
眾/眾_12.png,24
眾/眾_9.png,24
眾/眾_50.png,24
眾/眾_2.png,24
眾/眾_29.png,24
眾/眾_27.png,24
眾/眾_1.png,24
眾/眾_49.png,24
眾/眾_26.png,24
眾/眾_22.png,24
眾/眾_30.png,24
眾/眾_6.png,24
眾/眾_38.png,24
眾/眾_36.png,24
眾/眾_46.png,24
眾/眾_40.png,24
眾/眾_32.png,24
眾/眾_5.png,24
眾/眾_44.png,24
眾/眾_37.png,24
眾/眾_23.png,24
眾/眾_34.png,24
眾/眾_41.png,24
眾/眾_43.png,24
嘶/嘶_43.png,25
嘶/嘶_42.png,25
嘶/嘶_0.png,25
嘶/嘶_10.png,25
嘶/嘶_17.png,25
嘶/嘶_3.png,25
嘶/嘶_26.png,25
嘶/嘶_25.png,25
嘶/嘶_19.png,25
嘶/嘶_49.png,25
嘶/嘶_12.png,25
嘶/嘶_14.png,25
嘶/嘶_16.png,25
嘶/嘶_30.png,25
嘶/嘶_24.png,25
嘶/嘶_2.png,25
嘶/嘶_4.png,25
嘶/嘶_40.png,25
嘶/嘶_37.png,25
嘶/嘶_45.png,25
嘶/嘶_36.png,25
嘶/嘶_23.png,25
嘶/嘶_7.png,25
嘶/嘶_44.png,25
嘶/嘶_38.png,25
嘶/嘶_32.png,25
嘶/嘶_20.png,25
嘶/嘶_5.png,25
鎮/鎮_5.png,26
鎮/鎮_27.png,26
鎮/鎮_1.png,26
鎮/鎮_31.png,26
鎮/鎮_40.png,26
鎮/鎮_48.png,26
鎮/鎮_19.png,26
鎮/鎮_4.png,26
鎮/鎮_30.png,26
鎮/鎮_6.png,26
鎮/鎮_54.png,26
